,Dictor,Name,Type,Sp-hu
11924,T22,T22_1011925,S4,spoof
11925,T22,T22_1011926,S5,spoof
11926,T22,T22_1011927,S2,spoof
11927,T22,T22_1011928,S1,spoof
11928,T22,T22_1011929,S3,spoof
11929,T22,T22_1011930,S4,spoof
11930,T22,T22_1011931,S5,spoof
11931,T22,T22_1011932,S2,spoof
11932,T22,T22_1011933,S1,spoof
11933,T22,T22_1011934,S3,spoof
11934,T22,T22_1011935,S4,spoof
11935,T22,T22_1011936,S5,spoof
11936,T22,T22_1011937,S2,spoof
11937,T22,T22_1011938,S1,spoof
11938,T22,T22_1011939,S3,spoof
11939,T22,T22_1011940,S4,spoof
11940,T22,T22_1011941,S5,spoof
11941,T22,T22_1011942,S2,spoof
11942,T22,T22_1011943,S1,spoof
11943,T22,T22_1011944,S3,spoof
11944,T22,T22_1011945,S4,spoof
11945,T22,T22_1011946,S5,spoof
11946,T22,T22_1011947,S2,spoof
11947,T22,T22_1011948,S1,spoof
11948,T22,T22_1011949,S3,spoof
11949,T22,T22_1011950,S4,spoof
11950,T22,T22_1011951,S5,spoof
11951,T22,T22_1011952,S2,spoof
11952,T22,T22_1011953,S1,spoof
11953,T22,T22_1011954,S3,spoof
11954,T22,T22_1011955,S4,spoof
11955,T22,T22_1011956,S5,spoof
11956,T22,T22_1011957,S2,spoof
11957,T22,T22_1011958,S1,spoof
11958,T22,T22_1011959,S3,spoof
11959,T22,T22_1011960,S4,spoof
11960,T22,T22_1011961,S5,spoof
11961,T22,T22_1011962,S2,spoof
11962,T22,T22_1011963,S1,spoof
11963,T22,T22_1011964,S3,spoof
11964,T22,T22_1011965,S4,spoof
11965,T22,T22_1011966,S5,spoof
11966,T22,T22_1011967,S2,spoof
11967,T22,T22_1011968,S1,spoof
11968,T22,T22_1011969,S3,spoof
11969,T22,T22_1011970,S4,spoof
11970,T22,T22_1011971,S5,spoof
11971,T22,T22_1011972,S2,spoof
11972,T22,T22_1011973,S1,spoof
11973,T22,T22_1011974,S3,spoof
11974,T22,T22_1011975,S4,spoof
11975,T22,T22_1011976,S5,spoof
11976,T22,T22_1011977,S2,spoof
11977,T22,T22_1011978,S1,spoof
11978,T22,T22_1011979,S3,spoof
11979,T22,T22_1011980,S4,spoof
11980,T22,T22_1011981,S5,spoof
11981,T22,T22_1011982,S2,spoof
11982,T22,T22_1011983,S1,spoof
11983,T22,T22_1011984,S3,spoof
11984,T22,T22_1011985,S4,spoof
11985,T22,T22_1011986,S5,spoof
11986,T22,T22_1011987,S2,spoof
11987,T22,T22_1011988,S1,spoof
11988,T22,T22_1011989,S3,spoof
11989,T22,T22_1011990,S4,spoof
11990,T22,T22_1011991,S5,spoof
11991,T22,T22_1011992,S2,spoof
11992,T22,T22_1011993,S1,spoof
11993,T22,T22_1011994,S3,spoof
11994,T22,T22_1011995,S4,spoof
11995,T22,T22_1011996,S5,spoof
11996,T22,T22_1011997,S2,spoof
11997,T22,T22_1011998,S1,spoof
11998,T22,T22_1011999,S3,spoof
11999,T22,T22_1012000,S4,spoof
12000,T22,T22_1012001,S5,spoof
12001,T22,T22_1012002,S2,spoof
12002,T22,T22_1012003,S1,spoof
12003,T22,T22_1012004,S3,spoof
12004,T22,T22_1012005,S4,spoof
12005,T22,T22_1012006,S5,spoof
12006,T22,T22_1012007,S2,spoof
12007,T22,T22_1012008,S1,spoof
12008,T22,T22_1012009,S3,spoof
12009,T22,T22_1012010,S4,spoof
12010,T22,T22_1012011,S5,spoof
12011,T22,T22_1012012,S2,spoof
12012,T22,T22_1012013,S1,spoof
12013,T22,T22_1012014,S3,spoof
12014,T22,T22_1012015,S4,spoof
12015,T22,T22_1012016,S5,spoof
12016,T22,T22_1012017,S2,spoof
12017,T22,T22_1012018,S1,spoof
12018,T22,T22_1012019,S3,spoof
12019,T22,T22_1012020,S4,spoof
12020,T22,T22_1012021,S5,spoof
12021,T22,T22_1012022,S2,spoof
12022,T22,T22_1012023,S1,spoof
12023,T22,T22_1012024,S3,spoof
12024,T22,T22_1012025,S4,spoof
12025,T22,T22_1012026,S5,spoof
12026,T22,T22_1012027,S2,spoof
12027,T22,T22_1012028,S1,spoof
12028,T22,T22_1012029,S3,spoof
12029,T22,T22_1012030,S4,spoof
12030,T22,T22_1012031,S5,spoof
12031,T22,T22_1012032,S2,spoof
12032,T22,T22_1012033,S1,spoof
12033,T22,T22_1012034,S3,spoof
12034,T22,T22_1012035,S4,spoof
12035,T22,T22_1012036,S5,spoof
12036,T22,T22_1012037,S2,spoof
12037,T22,T22_1012038,S1,spoof
12038,T22,T22_1012039,S3,spoof
12039,T22,T22_1012040,S4,spoof
12040,T22,T22_1012041,S5,spoof
12041,T22,T22_1012042,S2,spoof
12042,T22,T22_1012043,S1,spoof
12043,T22,T22_1012044,S3,spoof
12044,T22,T22_1012045,S4,spoof
12045,T22,T22_1012046,S5,spoof
12046,T22,T22_1012047,S2,spoof
12047,T22,T22_1012048,S1,spoof
12048,T22,T22_1012049,S3,spoof
12049,T22,T22_1012050,S4,spoof
12050,T22,T22_1012051,S5,spoof
12051,T22,T22_1012052,S2,spoof
12052,T22,T22_1012053,S1,spoof
12053,T22,T22_1012054,S3,spoof
12054,T22,T22_1012055,S4,spoof
12055,T22,T22_1012056,S5,spoof
12056,T22,T22_1012057,S2,spoof
12057,T22,T22_1012058,S1,spoof
12058,T22,T22_1012059,S3,spoof
12059,T22,T22_1012060,S4,spoof
12060,T22,T22_1012061,S5,spoof
12061,T22,T22_1012062,S2,spoof
12062,T22,T22_1012063,S1,spoof
12063,T22,T22_1012064,S3,spoof
12064,T22,T22_1012065,S4,spoof
12065,T22,T22_1012066,S5,spoof
12066,T22,T22_1012067,S2,spoof
12067,T22,T22_1012068,S1,spoof
12068,T22,T22_1012069,S3,spoof
12069,T22,T22_1012070,S4,spoof
12070,T22,T22_1012071,S5,spoof
12071,T22,T22_1012072,S2,spoof
12072,T22,T22_1012073,S1,spoof
12073,T22,T22_1012074,S3,spoof
12074,T22,T22_1012075,S4,spoof
12075,T22,T22_1012076,S5,spoof
12076,T22,T22_1012077,S2,spoof
12077,T22,T22_1012078,S1,spoof
12078,T22,T22_1012079,S3,spoof
12079,T22,T22_1012080,S4,spoof
12080,T22,T22_1012081,S5,spoof
12081,T22,T22_1012082,S2,spoof
12082,T22,T22_1012083,S1,spoof
12083,T22,T22_1012084,S3,spoof
12084,T22,T22_1012085,S4,spoof
12085,T22,T22_1012086,S5,spoof
12086,T22,T22_1012087,S2,spoof
12087,T22,T22_1012088,S1,spoof
12088,T22,T22_1012089,S3,spoof
12089,T22,T22_1012090,S4,spoof
12090,T22,T22_1012091,S5,spoof
12091,T22,T22_1012092,S2,spoof
12092,T22,T22_1012093,S1,spoof
12093,T22,T22_1012094,S3,spoof
12094,T22,T22_1012095,S4,spoof
12095,T22,T22_1012096,S5,spoof
12096,T22,T22_1012097,S2,spoof
12097,T22,T22_1012098,S1,spoof
12098,T22,T22_1012099,S3,spoof
12099,T22,T22_1012100,S4,spoof
12100,T22,T22_1012101,S5,spoof
12101,T22,T22_1012102,S2,spoof
12102,T22,T22_1012103,S1,spoof
12103,T22,T22_1012104,S3,spoof
12104,T22,T22_1012105,S4,spoof
12105,T22,T22_1012106,S5,spoof
12106,T22,T22_1012107,S2,spoof
12107,T22,T22_1012108,S1,spoof
12108,T22,T22_1012109,S3,spoof
12109,T22,T22_1012110,S4,spoof
12110,T22,T22_1012111,S5,spoof
12111,T22,T22_1012112,S2,spoof
12112,T22,T22_1012113,S1,spoof
12113,T22,T22_1012114,S3,spoof
12114,T22,T22_1012115,S4,spoof
12115,T22,T22_1012116,S5,spoof
12116,T22,T22_1012117,S2,spoof
12117,T22,T22_1012118,S1,spoof
12118,T22,T22_1012119,S3,spoof
12119,T22,T22_1012120,S4,spoof
12120,T22,T22_1012121,S5,spoof
12121,T22,T22_1012122,S2,spoof
12122,T22,T22_1012123,S1,spoof
12123,T22,T22_1012124,S3,spoof
12124,T22,T22_1012125,S4,spoof
12125,T22,T22_1012126,S5,spoof
12126,T22,T22_1012127,S2,spoof
12127,T22,T22_1012128,S1,spoof
12128,T22,T22_1012129,S3,spoof
12129,T22,T22_1012130,S4,spoof
12130,T22,T22_1012131,S5,spoof
12131,T22,T22_1012132,S2,spoof
12132,T22,T22_1012133,S1,spoof
12133,T22,T22_1012134,S3,spoof
12134,T22,T22_1012135,S4,spoof
12135,T22,T22_1012136,S5,spoof
12136,T22,T22_1012137,S2,spoof
12137,T22,T22_1012138,S1,spoof
12138,T22,T22_1012139,S3,spoof
12139,T22,T22_1012140,S4,spoof
12140,T22,T22_1012141,S5,spoof
12141,T22,T22_1012142,S2,spoof
12142,T22,T22_1012143,S1,spoof
12143,T22,T22_1012144,S3,spoof
12144,T22,T22_1012145,S4,spoof
12145,T22,T22_1012146,S5,spoof
12146,T22,T22_1012147,S2,spoof
12147,T22,T22_1012148,S1,spoof
12148,T22,T22_1012149,S3,spoof
12149,T22,T22_1012150,S4,spoof
12150,T22,T22_1012151,S5,spoof
12151,T22,T22_1012152,S2,spoof
12152,T22,T22_1012153,S1,spoof
12153,T22,T22_1012154,S3,spoof
12154,T22,T22_1012155,S4,spoof
12155,T22,T22_1012156,S5,spoof
12156,T22,T22_1012157,S2,spoof
12157,T22,T22_1012158,S1,spoof
12158,T22,T22_1012159,S3,spoof
12159,T22,T22_1012160,S4,spoof
12160,T22,T22_1012161,S5,spoof
12161,T22,T22_1012162,S2,spoof
12162,T22,T22_1012163,S1,spoof
12163,T22,T22_1012164,S3,spoof
12164,T22,T22_1012165,S4,spoof
12165,T22,T22_1012166,S5,spoof
12166,T22,T22_1012167,S2,spoof
12167,T22,T22_1012168,S1,spoof
12168,T22,T22_1012169,S3,spoof
12169,T22,T22_1012170,S4,spoof
12170,T22,T22_1012171,S5,spoof
12171,T22,T22_1012172,S2,spoof
12172,T22,T22_1012173,S1,spoof
12173,T22,T22_1012174,S3,spoof
12174,T22,T22_1012175,S4,spoof
12175,T22,T22_1012176,S5,spoof
12176,T22,T22_1012177,S2,spoof
12177,T22,T22_1012178,S1,spoof
12178,T22,T22_1012179,S3,spoof
12179,T22,T22_1012180,S4,spoof
12180,T22,T22_1012181,S5,spoof
12181,T22,T22_1012182,S2,spoof
12182,T22,T22_1012183,S1,spoof
12183,T22,T22_1012184,S3,spoof
12184,T22,T22_1012185,S4,spoof
12185,T22,T22_1012186,S5,spoof
12186,T22,T22_1012187,S2,spoof
12187,T22,T22_1012188,S1,spoof
12188,T22,T22_1012189,S3,spoof
12189,T22,T22_1012190,S4,spoof
12190,T22,T22_1012191,S5,spoof
12191,T22,T22_1012192,S2,spoof
12192,T22,T22_1012193,S1,spoof
12193,T22,T22_1012194,S3,spoof
12194,T22,T22_1012195,S4,spoof
12195,T22,T22_1012196,S5,spoof
12196,T22,T22_1012197,S2,spoof
12197,T22,T22_1012198,S1,spoof
12198,T22,T22_1012199,S3,spoof
12199,T22,T22_1012200,S4,spoof
12200,T22,T22_1012201,S5,spoof
12201,T22,T22_1012202,S2,spoof
12202,T22,T22_1012203,S1,spoof
12203,T22,T22_1012204,S3,spoof
12204,T22,T22_1012205,S4,spoof
12205,T22,T22_1012206,S5,spoof
12206,T22,T22_1012207,S2,spoof
12207,T22,T22_1012208,S1,spoof
12208,T22,T22_1012209,S3,spoof
12209,T22,T22_1012210,S4,spoof
12210,T22,T22_1012211,S5,spoof
12211,T22,T22_1012212,S2,spoof
12212,T22,T22_1012213,S1,spoof
12213,T22,T22_1012214,S3,spoof
12214,T22,T22_1012215,S4,spoof
12215,T22,T22_1012216,S5,spoof
12216,T22,T22_1012217,S2,spoof
12217,T22,T22_1012218,S1,spoof
12218,T22,T22_1012219,S3,spoof
12219,T22,T22_1012220,S4,spoof
12220,T22,T22_1012221,S5,spoof
12221,T22,T22_1012222,S2,spoof
12222,T22,T22_1012223,S1,spoof
12223,T22,T22_1012224,S3,spoof
12224,T22,T22_1012225,S4,spoof
12225,T22,T22_1012226,S5,spoof
12226,T22,T22_1012227,S2,spoof
12227,T22,T22_1012228,S1,spoof
12228,T22,T22_1012229,S3,spoof
12229,T22,T22_1012230,S4,spoof
12230,T22,T22_1012231,S5,spoof
12231,T22,T22_1012232,S2,spoof
12232,T22,T22_1012233,S1,spoof
12233,T22,T22_1012234,S3,spoof
12234,T22,T22_1012235,S4,spoof
12235,T22,T22_1012236,S5,spoof
12236,T22,T22_1012237,S2,spoof
12237,T22,T22_1012238,S1,spoof
12238,T22,T22_1012239,S3,spoof
12239,T22,T22_1012240,S4,spoof
12240,T22,T22_1012241,S5,spoof
12241,T22,T22_1012242,S2,spoof
12242,T22,T22_1012243,S1,spoof
12243,T22,T22_1012244,S3,spoof
12244,T22,T22_1012245,S4,spoof
12245,T22,T22_1012246,S5,spoof
12246,T22,T22_1012247,S2,spoof
12247,T22,T22_1012248,S1,spoof
12248,T22,T22_1012249,S3,spoof
12249,T22,T22_1012250,S4,spoof
12250,T22,T22_1012251,S5,spoof
12251,T22,T22_1012252,S2,spoof
12252,T22,T22_1012253,S1,spoof
12253,T22,T22_1012254,S3,spoof
12254,T22,T22_1012255,S4,spoof
12255,T22,T22_1012256,S5,spoof
12256,T22,T22_1012257,S2,spoof
12257,T22,T22_1012258,S1,spoof
12258,T22,T22_1012259,S3,spoof
12259,T22,T22_1012260,S4,spoof
12260,T22,T22_1012261,S5,spoof
12261,T22,T22_1012262,S2,spoof
12262,T22,T22_1012263,S1,spoof
12263,T22,T22_1012264,S3,spoof
12264,T22,T22_1012265,S4,spoof
12265,T22,T22_1012266,S5,spoof
12266,T22,T22_1012267,S2,spoof
12267,T22,T22_1012268,S1,spoof
12268,T22,T22_1012269,S3,spoof
12269,T22,T22_1012270,S4,spoof
12270,T22,T22_1012271,S5,spoof
12271,T22,T22_1012272,S2,spoof
12272,T22,T22_1012273,S1,spoof
12273,T22,T22_1012274,S3,spoof
12274,T22,T22_1012275,S4,spoof
12275,T22,T22_1012276,S5,spoof
12276,T22,T22_1012277,S2,spoof
12277,T22,T22_1012278,S1,spoof
12278,T22,T22_1012279,S3,spoof
12279,T22,T22_1012280,S4,spoof
12280,T22,T22_1012281,S5,spoof
12281,T22,T22_1012282,S2,spoof
12282,T22,T22_1012283,S1,spoof
12283,T22,T22_1012284,S3,spoof
12284,T22,T22_1012285,S4,spoof
12285,T22,T22_1012286,S5,spoof
12286,T22,T22_1012287,S2,spoof
12287,T22,T22_1012288,S1,spoof
12288,T22,T22_1012289,S3,spoof
12289,T22,T22_1012290,S4,spoof
12290,T22,T22_1012291,S5,spoof
12291,T22,T22_1012292,S2,spoof
12292,T22,T22_1012293,S1,spoof
12293,T22,T22_1012294,S3,spoof
12294,T22,T22_1012295,S4,spoof
12295,T22,T22_1012296,S5,spoof
12296,T22,T22_1012297,S2,spoof
12297,T22,T22_1012298,S1,spoof
12298,T22,T22_1012299,S3,spoof
12299,T22,T22_1012300,S4,spoof
12300,T22,T22_1012301,S5,spoof
12301,T22,T22_1012302,S2,spoof
12302,T22,T22_1012303,S1,spoof
12303,T22,T22_1012304,S3,spoof
12304,T22,T22_1012305,S4,spoof
12305,T22,T22_1012306,S5,spoof
12306,T22,T22_1012307,S2,spoof
12307,T22,T22_1012308,S1,spoof
12308,T22,T22_1012309,S3,spoof
12309,T22,T22_1012310,S4,spoof
12310,T22,T22_1012311,S5,spoof
12311,T22,T22_1012312,S2,spoof
12312,T22,T22_1012313,S1,spoof
12313,T22,T22_1012314,S3,spoof
12314,T22,T22_1012315,S4,spoof
12315,T22,T22_1012316,S5,spoof
12316,T22,T22_1012317,S2,spoof
12317,T22,T22_1012318,S1,spoof
12318,T22,T22_1012319,S3,spoof
12319,T22,T22_1012320,S4,spoof
12320,T22,T22_1012321,S5,spoof
12321,T22,T22_1012322,S2,spoof
12322,T22,T22_1012323,S1,spoof
12323,T22,T22_1012324,S3,spoof
12324,T22,T22_1012325,S4,spoof
12325,T22,T22_1012326,S5,spoof
12326,T22,T22_1012327,S2,spoof
12327,T22,T22_1012328,S1,spoof
12328,T22,T22_1012329,S3,spoof
12329,T22,T22_1012330,S4,spoof
12330,T22,T22_1012331,S5,spoof
12331,T22,T22_1012332,S2,spoof
12332,T22,T22_1012333,S1,spoof
12333,T22,T22_1012334,S3,spoof
12334,T22,T22_1012335,S4,spoof
12335,T13,T13_1012336,S5,spoof
12336,T13,T13_1012337,S2,spoof
12337,T13,T13_1012338,S1,spoof
12338,T13,T13_1012339,S3,spoof
12339,T13,T13_1012340,S4,spoof
12340,T13,T13_1012341,S5,spoof
12341,T13,T13_1012342,S2,spoof
12342,T13,T13_1012343,S1,spoof
12343,T13,T13_1012344,S3,spoof
12344,T13,T13_1012345,S4,spoof
12345,T13,T13_1012346,S5,spoof
12346,T13,T13_1012347,S2,spoof
12347,T13,T13_1012348,S1,spoof
12348,T13,T13_1012349,S3,spoof
12349,T13,T13_1012350,S4,spoof
12350,T13,T13_1012351,S5,spoof
12351,T13,T13_1012352,S2,spoof
12352,T13,T13_1012353,S1,spoof
12353,T13,T13_1012354,S3,spoof
12354,T13,T13_1012355,S4,spoof
12355,T13,T13_1012356,S5,spoof
12356,T13,T13_1012357,S2,spoof
12357,T13,T13_1012358,S1,spoof
12358,T13,T13_1012359,S3,spoof
12359,T13,T13_1012360,S4,spoof
12360,T13,T13_1012361,S5,spoof
12361,T13,T13_1012362,S2,spoof
12362,T13,T13_1012363,S1,spoof
12363,T13,T13_1012364,S3,spoof
12364,T13,T13_1012365,S4,spoof
12365,T13,T13_1012366,S5,spoof
12366,T13,T13_1012367,S2,spoof
12367,T13,T13_1012368,S1,spoof
12368,T13,T13_1012369,S3,spoof
12369,T13,T13_1012370,S4,spoof
12370,T13,T13_1012371,S5,spoof
12371,T13,T13_1012372,S2,spoof
12372,T13,T13_1012373,S1,spoof
12373,T13,T13_1012374,S3,spoof
12374,T13,T13_1012375,S4,spoof
12375,T13,T13_1012376,S5,spoof
12376,T13,T13_1012377,S2,spoof
12377,T13,T13_1012378,S1,spoof
12378,T13,T13_1012379,S3,spoof
12379,T13,T13_1012380,S4,spoof
12380,T13,T13_1012381,S5,spoof
12381,T13,T13_1012382,S2,spoof
12382,T13,T13_1012383,S1,spoof
12383,T13,T13_1012384,S3,spoof
12384,T13,T13_1012385,S4,spoof
12385,T13,T13_1012386,S5,spoof
12386,T13,T13_1012387,S2,spoof
12387,T13,T13_1012388,S1,spoof
12388,T13,T13_1012389,S3,spoof
12389,T13,T13_1012390,S4,spoof
12390,T13,T13_1012391,S5,spoof
12391,T13,T13_1012392,S2,spoof
12392,T13,T13_1012393,S1,spoof
12393,T13,T13_1012394,S3,spoof
12394,T13,T13_1012395,S4,spoof
12395,T13,T13_1012396,S5,spoof
12396,T13,T13_1012397,S2,spoof
12397,T13,T13_1012398,S1,spoof
12398,T13,T13_1012399,S3,spoof
12399,T13,T13_1012400,S4,spoof
12400,T13,T13_1012401,S5,spoof
12401,T13,T13_1012402,S2,spoof
12402,T13,T13_1012403,S1,spoof
12403,T13,T13_1012404,S3,spoof
12404,T13,T13_1012405,S4,spoof
12405,T13,T13_1012406,S5,spoof
12406,T13,T13_1012407,S2,spoof
12407,T13,T13_1012408,S1,spoof
12408,T13,T13_1012409,S3,spoof
12409,T13,T13_1012410,S4,spoof
12410,T13,T13_1012411,S5,spoof
12411,T13,T13_1012412,S2,spoof
12412,T13,T13_1012413,S1,spoof
12413,T13,T13_1012414,S3,spoof
12414,T13,T13_1012415,S4,spoof
12415,T13,T13_1012416,S5,spoof
12416,T13,T13_1012417,S2,spoof
12417,T13,T13_1012418,S1,spoof
12418,T13,T13_1012419,S3,spoof
12419,T13,T13_1012420,S4,spoof
12420,T13,T13_1012421,S5,spoof
12421,T13,T13_1012422,S2,spoof
12422,T13,T13_1012423,S1,spoof
12423,T13,T13_1012424,S3,spoof
12424,T13,T13_1012425,S4,spoof
12425,T13,T13_1012426,S5,spoof
12426,T13,T13_1012427,S2,spoof
12427,T13,T13_1012428,S1,spoof
12428,T13,T13_1012429,S3,spoof
12429,T13,T13_1012430,S4,spoof
12430,T13,T13_1012431,S5,spoof
12431,T13,T13_1012432,S2,spoof
12432,T13,T13_1012433,S1,spoof
12433,T13,T13_1012434,S3,spoof
12434,T13,T13_1012435,S4,spoof
12435,T13,T13_1012436,S5,spoof
12436,T13,T13_1012437,S2,spoof
12437,T13,T13_1012438,S1,spoof
12438,T13,T13_1012439,S3,spoof
12439,T13,T13_1012440,S4,spoof
12440,T13,T13_1012441,S5,spoof
12441,T13,T13_1012442,S2,spoof
12442,T13,T13_1012443,S1,spoof
12443,T13,T13_1012444,S3,spoof
12444,T13,T13_1012445,S4,spoof
12445,T13,T13_1012446,S5,spoof
12446,T13,T13_1012447,S2,spoof
12447,T13,T13_1012448,S1,spoof
12448,T13,T13_1012449,S3,spoof
12449,T13,T13_1012450,S4,spoof
12450,T13,T13_1012451,S5,spoof
12451,T13,T13_1012452,S2,spoof
12452,T13,T13_1012453,S1,spoof
12453,T13,T13_1012454,S3,spoof
12454,T13,T13_1012455,S4,spoof
12455,T13,T13_1012456,S5,spoof
12456,T13,T13_1012457,S2,spoof
12457,T13,T13_1012458,S1,spoof
12458,T13,T13_1012459,S3,spoof
12459,T13,T13_1012460,S4,spoof
12460,T13,T13_1012461,S5,spoof
12461,T13,T13_1012462,S2,spoof
12462,T13,T13_1012463,S1,spoof
12463,T13,T13_1012464,S3,spoof
12464,T13,T13_1012465,S4,spoof
12465,T13,T13_1012466,S5,spoof
12466,T13,T13_1012467,S2,spoof
12467,T13,T13_1012468,S1,spoof
12468,T13,T13_1012469,S3,spoof
12469,T13,T13_1012470,S4,spoof
12470,T13,T13_1012471,S5,spoof
12471,T13,T13_1012472,S2,spoof
12472,T13,T13_1012473,S1,spoof
12473,T13,T13_1012474,S3,spoof
12474,T13,T13_1012475,S4,spoof
12475,T13,T13_1012476,S5,spoof
12476,T13,T13_1012477,S2,spoof
12477,T13,T13_1012478,S1,spoof
12478,T13,T13_1012479,S3,spoof
12479,T13,T13_1012480,S4,spoof
12480,T13,T13_1012481,S5,spoof
12481,T13,T13_1012482,S2,spoof
12482,T13,T13_1012483,S1,spoof
12483,T13,T13_1012484,S3,spoof
12484,T13,T13_1012485,S4,spoof
12485,T13,T13_1012486,S5,spoof
12486,T13,T13_1012487,S2,spoof
12487,T13,T13_1012488,S1,spoof
12488,T13,T13_1012489,S3,spoof
12489,T13,T13_1012490,S4,spoof
12490,T13,T13_1012491,S5,spoof
12491,T13,T13_1012492,S2,spoof
12492,T13,T13_1012493,S1,spoof
12493,T13,T13_1012494,S3,spoof
12494,T13,T13_1012495,S4,spoof
12495,T13,T13_1012496,S5,spoof
12496,T13,T13_1012497,S2,spoof
12497,T13,T13_1012498,S1,spoof
12498,T13,T13_1012499,S3,spoof
12499,T13,T13_1012500,S4,spoof
12500,T13,T13_1012501,S5,spoof
12501,T13,T13_1012502,S2,spoof
12502,T13,T13_1012503,S1,spoof
12503,T13,T13_1012504,S3,spoof
12504,T13,T13_1012505,S4,spoof
12505,T13,T13_1012506,S5,spoof
12506,T13,T13_1012507,S2,spoof
12507,T13,T13_1012508,S1,spoof
12508,T13,T13_1012509,S3,spoof
12509,T13,T13_1012510,S4,spoof
12510,T13,T13_1012511,S5,spoof
12511,T13,T13_1012512,S2,spoof
12512,T13,T13_1012513,S1,spoof
12513,T13,T13_1012514,S3,spoof
12514,T13,T13_1012515,S4,spoof
12515,T13,T13_1012516,S5,spoof
12516,T13,T13_1012517,S2,spoof
12517,T13,T13_1012518,S1,spoof
12518,T13,T13_1012519,S3,spoof
12519,T13,T13_1012520,S4,spoof
12520,T13,T13_1012521,S5,spoof
12521,T13,T13_1012522,S2,spoof
12522,T13,T13_1012523,S1,spoof
12523,T13,T13_1012524,S3,spoof
12524,T13,T13_1012525,S4,spoof
12525,T13,T13_1012526,S5,spoof
12526,T13,T13_1012527,S2,spoof
12527,T13,T13_1012528,S1,spoof
12528,T13,T13_1012529,S3,spoof
12529,T13,T13_1012530,S4,spoof
12530,T13,T13_1012531,S5,spoof
12531,T13,T13_1012532,S2,spoof
12532,T13,T13_1012533,S1,spoof
12533,T13,T13_1012534,S3,spoof
12534,T13,T13_1012535,S4,spoof
12535,T13,T13_1012536,S5,spoof
12536,T13,T13_1012537,S2,spoof
12537,T13,T13_1012538,S1,spoof
12538,T13,T13_1012539,S3,spoof
12539,T13,T13_1012540,S4,spoof
12540,T13,T13_1012541,S5,spoof
12541,T13,T13_1012542,S2,spoof
12542,T13,T13_1012543,S1,spoof
12543,T13,T13_1012544,S3,spoof
12544,T13,T13_1012545,S4,spoof
12545,T13,T13_1012546,S5,spoof
12546,T13,T13_1012547,S2,spoof
12547,T13,T13_1012548,S1,spoof
12548,T13,T13_1012549,S3,spoof
12549,T13,T13_1012550,S4,spoof
12550,T13,T13_1012551,S5,spoof
12551,T13,T13_1012552,S2,spoof
12552,T13,T13_1012553,S1,spoof
12553,T13,T13_1012554,S3,spoof
12554,T13,T13_1012555,S4,spoof
12555,T13,T13_1012556,S5,spoof
12556,T13,T13_1012557,S2,spoof
12557,T13,T13_1012558,S1,spoof
12558,T13,T13_1012559,S3,spoof
12559,T13,T13_1012560,S4,spoof
12560,T13,T13_1012561,S5,spoof
12561,T13,T13_1012562,S2,spoof
12562,T13,T13_1012563,S1,spoof
12563,T13,T13_1012564,S3,spoof
12564,T13,T13_1012565,S4,spoof
12565,T13,T13_1012566,S5,spoof
12566,T13,T13_1012567,S2,spoof
12567,T13,T13_1012568,S1,spoof
12568,T13,T13_1012569,S3,spoof
12569,T13,T13_1012570,S4,spoof
12570,T13,T13_1012571,S5,spoof
12571,T13,T13_1012572,S2,spoof
12572,T13,T13_1012573,S1,spoof
12573,T13,T13_1012574,S3,spoof
12574,T13,T13_1012575,S4,spoof
12575,T13,T13_1012576,S5,spoof
12576,T13,T13_1012577,S2,spoof
12577,T13,T13_1012578,S1,spoof
12578,T13,T13_1012579,S3,spoof
12579,T13,T13_1012580,S4,spoof
12580,T13,T13_1012581,S5,spoof
12581,T13,T13_1012582,S2,spoof
12582,T13,T13_1012583,S1,spoof
12583,T13,T13_1012584,S3,spoof
12584,T13,T13_1012585,S4,spoof
12585,T13,T13_1012586,S5,spoof
12586,T13,T13_1012587,S2,spoof
12587,T13,T13_1012588,S1,spoof
12588,T13,T13_1012589,S3,spoof
12589,T13,T13_1012590,S4,spoof
12590,T13,T13_1012591,S5,spoof
12591,T13,T13_1012592,S2,spoof
12592,T13,T13_1012593,S1,spoof
12593,T13,T13_1012594,S3,spoof
12594,T13,T13_1012595,S4,spoof
12595,T13,T13_1012596,S5,spoof
12596,T13,T13_1012597,S2,spoof
12597,T13,T13_1012598,S1,spoof
12598,T13,T13_1012599,S3,spoof
12599,T13,T13_1012600,S4,spoof
12600,T13,T13_1012601,S5,spoof
12601,T13,T13_1012602,S2,spoof
12602,T13,T13_1012603,S1,spoof
12603,T13,T13_1012604,S3,spoof
12604,T13,T13_1012605,S4,spoof
12605,T13,T13_1012606,S5,spoof
12606,T13,T13_1012607,S2,spoof
12607,T13,T13_1012608,S1,spoof
12608,T13,T13_1012609,S3,spoof
12609,T13,T13_1012610,S4,spoof
12610,T13,T13_1012611,S5,spoof
12611,T13,T13_1012612,S2,spoof
12612,T13,T13_1012613,S1,spoof
12613,T13,T13_1012614,S3,spoof
12614,T13,T13_1012615,S4,spoof
12615,T13,T13_1012616,S5,spoof
12616,T13,T13_1012617,S2,spoof
12617,T13,T13_1012618,S1,spoof
12618,T13,T13_1012619,S3,spoof
12619,T13,T13_1012620,S4,spoof
12620,T13,T13_1012621,S5,spoof
12621,T13,T13_1012622,S2,spoof
12622,T13,T13_1012623,S1,spoof
